#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.10103	-5.10103	0
2	-5.09981	-5.10042	0.000431272
3	-5.10022	-5.10035	0.000292746
4	-5.09958	-5.10016	0.000275383
5	-5.09997	-5.10012	0.00022277
6	-5.10069	-5.10022	0.000204848
7	-5.10062	-5.10027	0.000183709
8	-5.09983	-5.10022	0.00016899
9	-5.10013	-5.10021	0.000150491
10	-5.09964	-5.10015	0.00014567
11	-5.1001	-5.10015	0.000132522
12	-5.10057	-5.10018	0.000126164
13	-5.09971	-5.10015	0.000121611
14	-5.10041	-5.10017	0.000114406
15	-5.09961	-5.10013	0.000112714
16	-5.09977	-5.10011	0.000107825
17	-5.10103	-5.10016	0.000114421
18	-5.10076	-5.10019	0.000112813
19	-5.09995	-5.10018	0.000107583
20	-5.10079	-5.10021	0.000106364
