#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.957733	0.957733	0
2	0.954655	0.956194	0.00108819
3	0.955448	0.955945	0.00075336
4	0.953999	0.955459	0.000704812
5	0.956021	0.955571	0.00057275
6	0.952884	0.955123	0.000628416
7	0.950708	0.954492	0.000794471
8	0.962553	0.9555	0.00117117
9	0.949203	0.9548	0.00123244
10	0.957269	0.955047	0.00113365
11	0.95665	0.955193	0.00103991
12	0.958436	0.955463	0.000987752
13	0.954213	0.955367	0.000916442
14	0.955536	0.955379	0.000851062
15	0.957167	0.955498	0.000802627
16	0.954116	0.955412	0.000757095
17	0.955488	0.955416	0.000712574
18	0.958654	0.955596	0.00069532
19	0.957053	0.955673	0.000662935
20	0.955244	0.955652	0.000630135
