#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.3951	1.3951	0
2	1.38382	1.38946	0.00398891
3	1.38858	1.38916	0.00266998
4	1.37849	1.3865	0.00305713
5	1.39544	1.38828	0.00292231
6	1.38703	1.38808	0.00244279
7	1.39085	1.38847	0.00212569
8	1.39514	1.3893	0.00201675
9	1.39592	1.39004	0.00192196
10	1.39132	1.39017	0.001734
11	1.387	1.38988	0.00160004
12	1.39262	1.39011	0.00148291
13	1.38789	1.38994	0.00137866
14	1.38954	1.38991	0.00128047
15	1.38344	1.38948	0.00126566
16	1.39804	1.39001	0.00129471
17	1.39525	1.39032	0.00125469
18	1.39168	1.3904	0.00118725
19	1.39454	1.39061	0.00114457
20	1.39397	1.39078	0.00109956
