#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.22157	-6.22157	0
2	-6.20612	-6.21385	0.00546286
3	-6.21246	-6.21339	0.00366131
4	-6.21534	-6.21387	0.00277826
5	-6.21853	-6.2148	0.00237343
6	-6.20806	-6.21368	0.00222836
7	-6.21078	-6.21327	0.00194813
8	-6.21856	-6.21393	0.00181336
9	-6.20413	-6.21284	0.0019109
10	-6.21122	-6.21268	0.00172667
11	-6.21981	-6.21332	0.00168717
12	-6.20933	-6.21299	0.00157902
13	-6.21543	-6.21318	0.00146863
14	-6.21919	-6.21361	0.00142505
15	-6.21433	-6.21366	0.00133086
16	-6.21434	-6.2137	0.00124837
17	-6.21398	-6.21372	0.00117504
18	-6.21625	-6.21386	0.00111819
19	-6.22206	-6.21429	0.00113974
20	-6.21021	-6.21408	0.00110083
