#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
5	1.07489	1.07393	0.00111182
1	0.805431	0.805431	0
6	1.07798	1.07461	0.00111282
2	0.767746	0.786588	0.0133235
7	1.06826	1.0737	0.00127103
3	0.752319	0.775165	0.0128798
21	0.0606475	0.0610073	0.000220556
8	1.07552	1.07393	0.00113244
4	0.769388	0.773721	0.0097405
9	1.07313	1.07384	0.00101005
5	0.755765	0.77013	0.00842847
22	0.0607942	0.0609976	0.000210743
10	1.07714	1.07417	0.00096141
6	0.758161	0.768135	0.00725595
11	1.07298	1.07406	0.000880106
23	0.0622634	0.0610527	0.000208643
7	0.784899	0.77053	0.00660279
12	1.07239	1.07392	0.000817763
8	0.754431	0.768517	0.00607636
13	1.07248	1.07381	0.000762306
24	0.0614307	0.0610684	0.000200543
9	0.755378	0.767057	0.00557383
14	1.07974	1.07423	0.00081699
10	0.760263	0.766378	0.00505768
25	0.0636227	0.0611706	0.000216993
15	1.06838	1.07384	0.000850601
11	0.743147	0.764266	0.00501949
16	1.07528	1.07393	0.000802166
12	0.745537	0.762705	0.00483778
26	0.062504	0.0612219	0.000214621
17	1.07314	1.07389	0.000756345
13	0.759965	0.762495	0.00447024
18	1.07141	1.07375	0.000726709
27	0.0616869	0.0612391	0.000207363
14	0.747379	0.761415	0.00427933
19	1.07159	1.07364	0.000697326
15	0.769967	0.761985	0.00403184
20	1.06921	1.07341	0.000696639
28	0.0601007	0.0611984	0.000203903
16	0.76749	0.762329	0.00379451
17	0.756106	0.761963	0.00358892
18	0.756036	0.761634	0.0034046
19	0.751471	0.761099	0.00326716
20	0.785932	0.762341	0.00333139
