#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
51	0.891042	0.891136	5.14536e-05
1	0.900897	0.900897	0
5	1.14908	1.1483	0.0013547
56	0.959542	0.95961	3.4856e-05
2	0.861412	0.881155	0.0139598
52	0.890412	0.891122	5.23121e-05
6	1.15255	1.14901	0.00130076
3	0.856358	0.872889	0.011496
82	0.0611012	0.0613339	0.000126499
7	1.15275	1.14955	0.00121951
57	0.959897	0.959615	3.46044e-05
87	0.0598999	0.0599016	1.44824e-07
53	0.891295	0.891125	5.14271e-05
4	0.855798	0.868616	0.0093825
8	1.15136	1.14977	0.00108799
88	0.0599007	0.0599016	1.43565e-07
5	0.866467	0.868186	0.00751584
83	0.0610164	0.06133	0.000125033
9	1.14326	1.14905	0.00118356
58	0.959333	0.959611	3.43494e-05
54	0.891635	0.891135	5.13328e-05
6	0.846046	0.864496	0.00711161
89	0.0599023	0.0599016	1.42148e-07
10	1.14939	1.14908	0.0010657
84	0.0602195	0.0613168	0.000124242
7	0.857856	0.863548	0.00615861
11	1.15343	1.14948	0.00103941
59	0.959688	0.959612	3.37923e-05
90	0.0599012	0.0599016	1.40643e-07
55	0.891499	0.891141	5.08259e-05
8	0.859476	0.863039	0.00540978
12	1.14369	1.149	0.0010588
85	0.0602176	0.0613039	0.000123451
91	0.0599004	0.0599016	1.39758e-07
9	0.854475	0.862087	0.00489166
13	1.15078	1.14913	0.000986167
60	0.960294	0.959623	3.50878e-05
56	0.89083	0.891136	5.02224e-05
10	0.852949	0.861173	0.00448703
92	0.0599012	0.0599016	1.38288e-07
14	1.14924	1.14914	0.000915754
86	0.0591098	0.0612784	0.000124624
61	0.959604	0.959623	3.4514e-05
11	0.852258	0.860363	0.00415167
15	1.14323	1.14875	0.000935544
93	0.0599039	0.0599016	1.39059e-07
57	0.891097	0.891135	4.93459e-05
16	1.15198	1.14895	0.000898616
12	0.861689	0.860473	0.00380717
87	0.0607458	0.0612722	0.000123342
94	0.0599048	0.0599016	1.41679e-07
62	0.959905	0.959627	3.42562e-05
17	1.15438	1.14927	0.000900846
13	0.851312	0.859769	0.00357895
58	0.891015	0.891133	4.85387e-05
88	0.0606426	0.0612651	0.000122147
18	1.14924	1.14927	0.000850801
95	0.0598996	0.0599016	1.41855e-07
14	0.845263	0.858732	0.00347004
63	0.959581	0.959627	3.37205e-05
19	1.15423	1.14953	0.000845154
15	0.831398	0.85691	0.00368626
59	0.891108	0.891133	4.77178e-05
96	0.0599017	0.0599016	1.40382e-07
89	0.060621	0.0612579	0.000120989
20	1.15413	1.14976	0.000833682
16	0.871094	0.857797	0.00356087
97	0.0599007	0.0599016	1.39244e-07
60	0.890922	0.891129	4.70512e-05
17	0.859383	0.85789	0.00335263
18	0.863495	0.858201	0.0031808
61	0.89078	0.891123	4.66261e-05
19	0.851227	0.857834	0.00303449
20	0.865535	0.858219	0.00290709
62	0.890925	0.89112	4.59842e-05
63	0.890758	0.891115	4.56118e-05
