#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.79838	1.79838	0
2	1.79094	1.79466	0.00263102
3	1.78426	1.79119	0.00332976
4	1.78105	1.78866	0.00332605
5	1.78612	1.78815	0.00269924
6	1.80257	1.79055	0.00314234
7	1.79405	1.79105	0.00273278
8	1.79033	1.79096	0.00239265
9	1.79634	1.79156	0.00220015
10	1.79289	1.79169	0.00198415
11	1.79507	1.792	0.00182742
12	1.79037	1.79186	0.00168016
13	1.78349	1.79122	0.00166991
14	1.7908	1.79119	0.00155091
15	1.79634	1.79153	0.0014851
16	1.80212	1.79219	0.00153251
17	1.79275	1.79223	0.00144271
18	1.79239	1.79224	0.00136259
19	1.79386	1.79232	0.00129355
20	1.79088	1.79225	0.00123088
