#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	1.28472	1.28472	0
2	1.27478	1.27975	0.00351619
3	1.28327	1.28092	0.0025325
4	1.28329	1.28152	0.0019672
5	1.27971	1.28115	0.00160667
6	1.28468	1.28174	0.00144212
7	1.28888	1.28276	0.00155552
8	1.28009	1.28243	0.00139648
9	1.27942	1.28209	0.00128058
10	1.28532	1.28242	0.00119237
11	1.27335	1.28159	0.0013387
12	1.28761	1.28209	0.00131784
13	1.27371	1.28145	0.00136527
14	1.27779	1.28119	0.00129245
15	1.28144	1.2812	0.00120639
16	1.27946	1.28109	0.00113592
17	1.27231	1.28058	0.00118069
18	1.27931	1.28051	0.00111721
19	1.28423	1.2807	0.00107547
20	1.28074	1.28071	0.0010217
