#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-4.69066	-4.69066	0
2	-4.68944	-4.69005	0.000433688
3	-4.69062	-4.69024	0.000328469
4	-4.69063	-4.69034	0.00025997
5	-4.69078	-4.69043	0.000222521
6	-4.69018	-4.69039	0.000189063
7	-4.6915	-4.69055	0.000219125
8	-4.6897	-4.69044	0.000215958
9	-4.68943	-4.69033	0.000218896
10	-4.68998	-4.69029	0.000199715
11	-4.69072	-4.69033	0.000185229
12	-4.69	-4.6903	0.000171861
13	-4.69054	-4.69032	0.000159561
14	-4.68944	-4.69026	0.000160064
15	-4.68935	-4.6902	0.000160472
16	-4.68996	-4.69018	0.000151147
17	-4.69042	-4.6902	0.000142895
18	-4.69046	-4.69021	0.000135686
19	-4.68995	-4.6902	0.000129266
20	-4.6907	-4.69022	0.000125191
