#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.57763	-5.57763	0
2	-5.57651	-5.57707	0.000395858
3	-5.57772	-5.57729	0.00031662
4	-5.57779	-5.57741	0.000261412
5	-5.57751	-5.57743	0.000209864
6	-5.57703	-5.57737	0.000185597
7	-5.57683	-5.57729	0.000174418
8	-5.57729	-5.57729	0.000152616
9	-5.57738	-5.5773	0.000135998
10	-5.57756	-5.57733	0.000124975
11	-5.57623	-5.57723	0.000148169
12	-5.57845	-5.57733	0.000167402
13	-5.57705	-5.57731	0.000155833
14	-5.57699	-5.57728	0.000146352
15	-5.57784	-5.57732	0.000141268
16	-5.57731	-5.57732	0.000132439
17	-5.57636	-5.57726	0.000136102
18	-5.57657	-5.57723	0.000133896
19	-5.57689	-5.57721	0.000127981
20	-5.57656	-5.57718	0.000125616
