#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.75206	-3.75206	0
7	1.89664	1.89674	2.9558e-05
2	-3.75192	-3.75199	5.01696e-05
8	1.89665	1.89673	2.80418e-05
3	-3.75243	-3.75214	0.000123841
19	-5.9773	-5.97638	0.000160815
9	1.89669	1.89673	2.52531e-05
8	1.38625	1.38817	0.000857576
10	1.89672	1.89673	2.27592e-05
9	1.38798	1.38815	0.000762535
4	-3.74918	-3.7514	0.000646192
20	-5.97609	-5.97636	0.000153421
10	1.39265	1.3886	0.000808222
11	1.89679	1.89673	2.14199e-05
11	1.39006	1.38873	0.000745603
12	1.89676	1.89674	1.97839e-05
12	1.38934	1.38878	0.000685228
13	1.89676	1.89674	1.8389e-05
13	1.38963	1.38884	0.000635615
14	1.3899	1.38892	0.000594681
15	1.38807	1.38886	0.000557738
