#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.48667	-5.48667	0
2	-5.48525	-5.48596	0.000501461
3	-5.48668	-5.4862	0.000388067
4	-5.48655	-5.48629	0.000301136
5	-5.48522	-5.48607	0.000307593
6	-5.4851	-5.48591	0.000295883
7	-5.48558	-5.48586	0.00025745
8	-5.48658	-5.48595	0.000240498
9	-5.48701	-5.48607	0.00024064
10	-5.48651	-5.48611	0.00022048
11	-5.48629	-5.48613	0.000201023
12	-5.48549	-5.48608	0.000191307
13	-5.48548	-5.48603	0.000182027
14	-5.48661	-5.48607	0.000173619
15	-5.48649	-5.4861	0.000164237
16	-5.48548	-5.48606	0.000158504
17	-5.48653	-5.48609	0.000151529
18	-5.48603	-5.48608	0.000143141
19	-5.48666	-5.48611	0.000138791
20	-5.48612	-5.48612	0.000131852
