#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.800044	0.800044	0
2	0.796693	0.798368	0.00118477
3	0.797947	0.798228	0.000798111
4	0.795908	0.797648	0.000781354
5	0.801554	0.798429	0.000937554
6	0.801768	0.798986	0.000931928
7	0.798159	0.798867	0.000806249
8	0.797073	0.798643	0.000736003
9	0.79817	0.798591	0.000656097
10	0.797772	0.798509	0.00059557
11	0.801479	0.798779	0.000599515
12	0.794592	0.79843	0.000643103
13	0.794361	0.798117	0.000665455
14	0.799304	0.798202	0.000623301
15	0.797849	0.798178	0.00058219
16	0.800073	0.798297	0.000557719
17	0.79936	0.798359	0.000528407
18	0.796291	0.798244	0.000511387
19	0.791851	0.797908	0.000584803
20	0.799773	0.798001	0.000562947
