#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.960539	0.960539	0
2	0.957385	0.958962	0.00111526
3	0.958591	0.958838	0.000750316
4	0.956513	0.958257	0.000755049
5	0.96237	0.95908	0.000951915
6	0.962486	0.959647	0.000947604
7	0.958678	0.959509	0.000822295
8	0.957646	0.959276	0.000751766
9	0.958562	0.959197	0.000672414
10	0.958459	0.959123	0.000609206
11	0.962145	0.959398	0.000612651
12	0.955041	0.959034	0.000660455
13	0.954759	0.958706	0.000686682
14	0.959892	0.95879	0.000642842
15	0.958322	0.958759	0.000600742
16	0.960722	0.958882	0.000575584
17	0.960014	0.958948	0.000545565
18	0.956756	0.958827	0.000528674
19	0.952131	0.958474	0.000607044
20	0.960178	0.958559	0.000582636
