#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.46325	-5.46325	0
2	-5.46183	-5.46254	0.000500837
3	-5.4632	-5.46276	0.000379464
4	-5.46277	-5.46276	0.000284607
5	-5.46318	-5.46285	0.000239782
6	-5.46282	-5.46284	0.00019987
7	-5.46172	-5.46268	0.000226439
8	-5.46323	-5.46275	0.000208146
9	-5.46188	-5.46265	0.000206464
10	-5.46319	-5.46271	0.000192789
11	-5.46269	-5.46271	0.000175272
12	-5.46215	-5.46266	0.00016668
13	-5.46246	-5.46264	0.000154552
14	-5.46267	-5.46265	0.000143527
15	-5.46314	-5.46268	0.000137615
16	-5.46191	-5.46263	0.000137096
17	-5.46212	-5.4626	0.000132227
18	-5.46227	-5.46258	0.000126153
19	-5.46293	-5.4626	0.000120832
20	-5.46234	-5.46259	0.000115467
