#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
19	1.1	1.1	4.83458e-09
1	0.933581	0.933581	0
2	0.926035	0.929808	0.0026677
20	1.1	1.1	4.71216e-09
3	0.928666	0.929427	0.00180543
4	0.925456	0.928435	0.00160394
21	1.1	1.1	4.5986e-09
48	1.29047	1.22717	0.0032404
5	1.21879	1.2294	0.0111729
5	0.932194	0.929186	0.00144871
6	0.935741	0.930279	0.00156589
6	1.2148	1.22696	0.00957211
45	1.2	1.2	7.02447e-09
22	1.1	1.1	7.78188e-09
49	1.23742	1.22738	0.00318102
7	0.934054	0.930818	0.00143203
7	1.21545	1.22532	0.00834485
46	1.2	1.2	7.28681e-09
8	0.925518	0.930156	0.00139791
27	0.8	0.8	4.53428e-09
8	1.20198	1.2224	0.007795
23	1.1	1.1	7.61083e-09
50	1.2467	1.22777	0.00314078
9	0.934389	0.930626	0.00131935
9	1.2348	1.22378	0.00704967
47	1.2	1.2	7.20888e-09
10	0.92981	0.930544	0.00118994
28	0.8	0.8	4.45257e-09
51	1.2649	1.22849	0.00316246
24	1.1	1.1	7.45058e-09
10	1.2201	1.22341	0.0063543
11	0.932865	0.930755	0.00110031
11	1.21157	1.22233	0.00586702
48	1.2	1.2	7.13339e-09
29	0.8	0.8	3.91324e-09
12	0.935072	0.931115	0.00106579
52	1.24864	1.22888	0.0031253
25	1.1	1.1	7.30005e-09
12	1.22452	1.22252	0.00538092
13	0.932396	0.931214	0.000988345
49	1.2	1.2	7.06022e-09
13	1.1948	1.22038	0.00537282
53	1.2174	1.22866	0.00307383
30	0.8	0.8	3.84746e-09
14	0.927586	0.930954	0.000951108
26	1.1	1.1	7.15829e-09
14	1.23272	1.22127	0.00506077
15	0.93369	0.931137	0.000905014
50	1.2	1.2	7.59813e-09
15	1.20839	1.22041	0.00479558
54	1.19299	1.228	0.0030871
31	0.8	0.8	3.27782e-09
16	0.929461	0.931032	0.000854493
27	1.1	1.1	7.02447e-09
16	1.22226	1.22052	0.00449725
51	1.2	1.2	7.52327e-09
17	0.931773	0.931076	0.00080534
55	1.21581	1.22778	0.00303892
17	1.21211	1.22003	0.00425985
32	0.8	0.8	3.2262e-09
18	0.933839	0.931229	0.000775092
28	1.1	1.1	7.96501e-09
52	1.2	1.2	7.73183e-09
18	1.21462	1.21973	0.00403377
19	0.934519	0.931402	0.000753393
56	1.18643	1.22704	0.00307306
33	0.8	0.8	3.17694e-09
19	1.20355	1.21888	0.00391033
20	0.929943	0.931329	0.00071925
29	1.1	1.1	7.82647e-09
20	1.19431	1.21765	0.00390299
57	1.21798	1.22689	0.00302325
34	0.8	0.8	2.55553e-09
30	1.1	1.1	7.69493e-09
58	1.21034	1.2266	0.00298455
31	1.1	1.1	7.5698e-09
59	1.2313	1.22668	0.00293503
60	1.22453	1.22664	0.00288633
