#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.1287	1.1287	0
8	1.90376	1.83865	0.0133264
2	1.10153	1.11512	0.00960516
9	1.85654	1.84064	0.0119931
3	1.03889	1.08971	0.0217114
8	0.61519	0.613714	0.000346238
4	1.05317	1.08058	0.0181037
9	0.610711	0.61338	0.00044008
10	1.79873	1.83645	0.0115027
5	1.02542	1.06955	0.0175239
10	0.615429	0.613585	0.00044116
6	1.02602	1.06229	0.0160344
11	1.7737	1.83074	0.011787
11	0.612029	0.613444	0.000423133
7	1.02284	1.05665	0.0147012
12	0.612714	0.613383	0.000392222
8	1.01693	1.05169	0.0136765
12	1.81695	1.82959	0.0108607
13	0.613149	0.613365	0.000362463
9	1.03842	1.05022	0.012236
14	0.613628	0.613384	0.000337061
13	1.82465	1.82921	0.0100319
10	1.03223	1.04842	0.0111439
15	0.616584	0.613597	0.000376087
11	1.06265	1.04971	0.0102056
16	0.610063	0.613376	0.000412371
14	1.86782	1.83197	0.00968688
12	1.03529	1.04851	0.00942562
17	0.610853	0.613228	0.000413964
13	1.05045	1.04866	0.00870175
15	1.8412	1.83259	0.00906062
18	0.614333	0.613289	0.000395495
14	1.02111	1.04669	0.00829975
19	0.614137	0.613334	0.00037719
16	1.81951	1.83177	0.00853112
15	1.04722	1.04672	0.0077465
20	0.611133	0.613224	0.000374038
16	1.05749	1.0474	0.00729152
17	1.83796	1.83213	0.00803705
17	1.06305	1.04832	0.00692051
18	1.04815	1.04831	0.00653604
18	1.82763	1.83188	0.00759444
19	1.06959	1.04943	0.0062873
20	1.04602	1.04926	0.00597525
19	1.85914	1.83332	0.00732901
20	1.83821	1.83356	0.00696664
