#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.98994	-5.98994	0
2	-5.98884	-5.98939	0.000388039
3	-5.9904	-5.98973	0.000377587
4	-5.98956	-5.98968	0.000285608
5	-5.98911	-5.98957	0.000250275
6	-5.99047	-5.98972	0.000249203
7	-5.99093	-5.98989	0.00026704
8	-5.98995	-5.9899	0.000233767
9	-5.98898	-5.9898	0.000229299
10	-5.98965	-5.98978	0.000206853
11	-5.99049	-5.98985	0.000197658
12	-5.98951	-5.98982	0.000183169
13	-5.99008	-5.98984	0.000170164
14	-5.98965	-5.98983	0.000158517
15	-5.98985	-5.98983	0.00014796
16	-5.99004	-5.98984	0.000139332
17	-5.98888	-5.98978	0.000142238
18	-5.98983	-5.98979	0.000134358
19	-5.98865	-5.98973	0.00013992
20	-5.98944	-5.98971	0.00013367
