#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.849544	0.849544	0
69	0.0626609	0.0612763	0.000132554
2	0.808395	0.82897	0.0145482
70	0.0613633	0.0612776	0.000130667
5	0.934952	0.933217	0.000870757
3	0.8235	0.827146	0.00981239
6	0.931412	0.932916	0.000775869
4	0.824284	0.826431	0.00738534
72	0.0599038	0.0599017	1.59905e-07
71	0.0608445	0.0612715	0.000128968
7	0.928257	0.93225	0.000906642
5	0.806677	0.82248	0.00688434
43	0.89105	0.891119	5.8196e-05
73	0.059901	0.0599016	1.57998e-07
8	0.931674	0.932178	0.000796165
6	0.784031	0.816072	0.00819349
72	0.0593034	0.0612442	0.000130042
9	0.930426	0.931984	0.00073111
74	0.0599018	0.0599016	1.55885e-07
48	0.959584	0.959592	3.55183e-05
7	0.803487	0.814274	0.00721753
44	0.89102	0.891117	5.69168e-05
10	0.933966	0.932182	0.000684349
73	0.0591502	0.0612155	0.000131386
75	0.0599017	0.0599016	1.53812e-07
8	0.79182	0.811467	0.00683937
11	0.928009	0.931803	0.000719646
49	0.959826	0.959597	3.51119e-05
9	0.797301	0.809893	0.00625794
45	0.891537	0.891126	5.64108e-05
76	0.0599003	0.0599016	1.52753e-07
12	0.933363	0.931933	0.000671322
74	0.0612787	0.0612163	0.000129613
10	0.808387	0.809743	0.00563396
13	0.935344	0.932195	0.000669013
50	0.959868	0.959602	3.48246e-05
77	0.0598998	0.0599016	1.52676e-07
46	0.891619	0.891137	5.61926e-05
11	0.801255	0.808971	0.00517436
14	0.931462	0.932143	0.000623272
75	0.062894	0.0612387	0.000129801
78	0.0599031	0.0599016	1.519e-07
12	0.810778	0.809122	0.00474535
15	0.935611	0.932374	0.000623132
51	0.959512	0.9596	3.41863e-05
47	0.891194	0.891138	5.50103e-05
13	0.793418	0.807914	0.00453146
76	0.0625884	0.0612565	0.000129302
16	0.928402	0.932126	0.000631702
79	0.0598991	0.0599016	1.53291e-07
14	0.806694	0.807827	0.00420862
17	0.932532	0.93215	0.000594995
52	0.959177	0.959592	3.44833e-05
80	0.0599017	0.0599016	1.51377e-07
48	0.891167	0.891139	5.38676e-05
77	0.0639254	0.0612911	0.000132187
15	0.818311	0.808525	0.00398567
18	0.926109	0.931814	0.000649717
81	0.0599018	0.0599016	1.49524e-07
19	0.938424	0.932162	0.000702511
16	0.817866	0.809109	0.00377907
53	0.959655	0.959593	3.38528e-05
49	0.890809	0.891132	5.31862e-05
78	0.0628192	0.0613107	0.000131936
20	0.929473	0.932027	0.000680124
17	0.810318	0.80918	0.00355744
82	0.0599017	0.0599016	1.47704e-07
54	0.959863	0.959598	3.35929e-05
18	0.800234	0.808683	0.00339435
79	0.0617606	0.0613164	0.000130389
50	0.891427	0.891138	5.24482e-05
19	0.797256	0.808082	0.00326855
55	0.960322	0.959612	3.54673e-05
80	0.0618993	0.0613237	0.000128962
20	0.814773	0.808416	0.0031222
81	0.0623806	0.0613367	0.000128028
