#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.860154	0.860154	0
2	0.859914	0.860034	8.47538e-05
3	0.856199	0.858756	0.00104528
4	0.859203	0.858868	0.000789927
5	0.859732	0.85904	0.000650573
6	0.858979	0.85903	0.000542226
7	0.855258	0.858491	0.000681871
8	0.858989	0.858553	0.000599472
9	0.861044	0.85883	0.000593327
10	0.858337	0.858781	0.000536039
11	0.861265	0.859007	0.00053276
12	0.859805	0.859073	0.0004925
13	0.853199	0.858621	0.00062862
14	0.854084	0.858297	0.000662008
15	0.860696	0.858457	0.000636894
16	0.856983	0.858365	0.000603712
17	0.859982	0.85846	0.000575646
18	0.859458	0.858516	0.000546327
19	0.857173	0.858445	0.000522124
20	0.860984	0.858572	0.000511223
