#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
75	1.89049	1.84009	0.00391617
1	1.42141	1.42141	0
2	1.41056	1.41599	0.00383653
76	1.88048	1.84062	0.00390054
3	1.41235	1.41477	0.00274285
4	1.41617	1.41512	0.00207906
77	1.92127	1.84166	0.00398806
5	1.41616	1.41533	0.00167353
78	1.88814	1.84226	0.00398119
6	1.41446	1.41518	0.00140094
7	1.4231	1.41631	0.00159313
79	1.85639	1.84244	0.00393482
8	1.41767	1.41648	0.00140297
9	1.4248	1.41741	0.00152093
10	1.6341	1.63179	0.00333599
80	1.85969	1.84265	0.00389154
10	1.40982	1.41665	0.00154644
11	1.42083	1.41703	0.00145184
81	1.87427	1.84305	0.00386302
12	1.40993	1.41644	0.00144641
11	1.65171	1.6336	0.00348955
13	1.41685	1.41647	0.00133548
82	1.83589	1.84296	0.00381689
14	1.40955	1.41597	0.00132851
12	1.62623	1.63299	0.00325232
83	1.833	1.84284	0.00377279
15	1.41643	1.416	0.00124029
16	1.41101	1.41569	0.00120144
84	1.80916	1.84244	0.00374913
17	1.41737	1.41579	0.00113482
13	1.65586	1.63475	0.00344514
18	1.41689	1.41585	0.00107342
85	1.80955	1.84205	0.00372493
19	1.41822	1.41598	0.00102412
14	1.61731	1.6335	0.00341677
20	1.41631	1.41599	0.000973049
86	1.77649	1.84129	0.00375881
87	1.82536	1.8411	0.00372006
15	1.63142	1.63336	0.00319181
