#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
5	-6.46051	-6.45267	0.00259987
6	-6.45072	-6.45234	0.00218672
1	-5.01588	-5.01588	0
67	-0.434715	-0.407103	0.00406232
7	-6.45924	-6.45333	0.00208476
8	-6.45085	-6.45302	0.00184703
68	-0.385573	-0.406786	0.0040149
9	-6.45467	-6.4532	0.00165087
2	-5.04138	-5.02863	0.00901511
10	-6.4544	-6.45332	0.00149012
69	-0.449264	-0.407402	0.00400363
11	-6.45344	-6.45333	0.0013547
3	-5.01016	-5.02248	0.0078351
70	-0.410404	-0.407445	0.00394667
12	-6.45538	-6.4535	0.00125247
13	-6.45139	-6.45334	0.00116665
71	-0.394951	-0.407269	0.003895
4	-5.02099	-5.02211	0.00588515
14	-6.45186	-6.45323	0.00108808
15	-6.45662	-6.45346	0.00103867
72	-0.347484	-0.406439	0.00392842
16	-6.45461	-6.45353	0.000976256
5	-5.0396	-5.0256	0.00565308
73	-0.343975	-0.405583	0.0039667
17	-6.45462	-6.45359	0.000920928
18	-6.45801	-6.45384	0.000901819
74	-0.407681	-0.405611	0.00391319
19	-6.44706	-6.45348	0.000922273
6	-5.01173	-5.02329	0.00516236
20	-6.45472	-6.45354	0.00087823
7	-5.03085	-5.02437	0.00453656
8	-5.02667	-5.02466	0.00397858
9	-5.03666	-5.02599	0.00375321
