#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.68934	-6.68934	0
2	-6.68391	-6.68663	0.00192029
3	-6.68423	-6.68583	0.00143759
4	-6.69232	-6.68745	0.00177109
5	-6.68417	-6.68679	0.00153366
6	-6.68606	-6.68667	0.00128294
7	-6.69245	-6.6875	0.00133938
8	-6.68827	-6.68759	0.00117545
9	-6.687	-6.68753	0.00104669
10	-6.68648	-6.68742	0.000947279
11	-6.68729	-6.68741	0.000861238
12	-6.68361	-6.68709	0.000845648
13	-6.68684	-6.68707	0.000780826
14	-6.68608	-6.687	0.000728264
15	-6.68903	-6.68714	0.000692108
16	-6.67869	-6.68661	0.000826037
17	-6.68402	-6.68646	0.000791352
18	-6.68171	-6.68619	0.000790087
19	-6.68258	-6.686	0.000771119
20	-6.68898	-6.68615	0.000746748
