#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.18154	-6.18154	0
2	-6.16891	-6.17522	0.00446499
3	-6.18172	-6.17739	0.00346257
4	-6.15938	-6.17288	0.00468546
5	-6.17415	-6.17314	0.00375515
6	-6.17352	-6.1732	0.00312983
7	-6.17729	-6.17378	0.00273661
8	-6.17388	-6.1738	0.00239456
9	-6.17601	-6.17404	0.00214108
10	-6.17327	-6.17397	0.00192835
11	-6.18516	-6.17498	0.00200366
12	-6.16085	-6.17381	0.00215524
13	-6.19019	-6.17507	0.00232882
14	-6.16875	-6.17461	0.00220577
15	-6.17094	-6.17437	0.00207225
16	-6.1818	-6.17483	0.00199412
17	-6.17138	-6.17463	0.00188714
18	-6.18239	-6.17506	0.00183085
19	-6.16468	-6.17452	0.00181417
20	-6.17145	-6.17436	0.00172991
