#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
19	0.89062	0.891177	8.73389e-05
1	1.1164	1.1164	0
2	1.10884	1.11262	0.0026724
20	0.891344	0.891185	8.33719e-05
3	1.11153	1.11226	0.00180593
4	1.10806	1.11121	0.00163141
21	0.89109	0.891181	7.95255e-05
48	0.0644212	0.0612628	0.000161036
5	0.991438	0.998513	0.00793716
5	1.11501	1.11197	0.00147213
6	1.11871	1.11309	0.00159909
6	0.988726	0.996882	0.00677985
45	0.0599021	0.0599016	2.1502e-07
22	0.891303	0.891186	7.61046e-05
49	0.061765	0.061273	0.000158076
7	1.11705	1.11366	0.00146737
7	0.989114	0.995772	0.00590142
46	0.0598991	0.0599016	2.17295e-07
8	1.10827	1.11298	0.00143034
27	0.959648	0.959574	4.28433e-05
8	0.978486	0.993611	0.00554523
23	0.890843	0.891171	7.42475e-05
50	0.0622416	0.0612924	0.000156096
9	1.11752	1.11349	0.00135751
9	1.00395	0.994759	0.0050466
47	0.0599014	0.0599015	2.12712e-07
10	1.1129	1.11343	0.00122302
28	0.959658	0.959577	4.1418e-05
51	0.0631311	0.0613285	0.000157144
24	0.890647	0.891149	7.42924e-05
10	0.992092	0.994493	0.00454898
11	1.11573	1.11364	0.00112959
11	0.985799	0.993702	0.00420353
48	0.0599027	0.0599016	2.0969e-07
29	0.959433	0.959572	4.02891e-05
12	1.11801	1.114	0.00109262
52	0.0623249	0.0613476	0.000155286
25	0.89109	0.891147	7.13589e-05
12	0.995078	0.993817	0.0038548
13	1.11524	1.1141	0.00101273
49	0.0599014	0.0599016	2.0543e-07
13	0.974564	0.992336	0.00383222
53	0.0607711	0.0613367	0.000152737
30	0.959593	0.959573	3.89521e-05
14	1.11039	1.11383	0.000974364
26	0.892092	0.891183	7.73269e-05
14	1.00077	0.992938	0.00360548
15	1.11654	1.11401	0.000925977
50	0.059903	0.0599016	2.03344e-07
15	0.982205	0.992223	0.00343538
54	0.0595487	0.0613036	0.000153455
31	0.959685	0.959577	3.78607e-05
16	1.1124	1.11391	0.000873579
27	0.890856	0.891171	7.54051e-05
16	0.994111	0.992341	0.0032227
51	0.0599017	0.0599016	1.99368e-07
17	1.11469	1.11396	0.000823377
55	0.0607059	0.0612928	0.00015105
17	0.985614	0.991945	0.00305732
32	0.95975	0.959582	3.7064e-05
18	1.11679	1.11412	0.000792481
28	0.891214	0.891173	7.27274e-05
52	0.0599007	0.0599016	1.96352e-07
18	0.987896	0.99172	0.00289574
19	1.11763	1.1143	0.000772007
56	0.0592394	0.0612561	0.000152738
33	0.960028	0.959596	3.83261e-05
19	0.980001	0.991103	0.00280825
20	1.11282	1.11423	0.000736962
29	0.891028	0.891168	7.03907e-05
20	0.973926	0.990244	0.00279609
57	0.0607911	0.0612479	0.000150276
34	0.959609	0.959596	3.72008e-05
30	0.891065	0.891164	6.81282e-05
58	0.0604272	0.0612338	0.00014835
31	0.891746	0.891183	6.84661e-05
59	0.0614715	0.0612378	0.00014589
60	0.0611356	0.0612361	0.000143469
