#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
5	0.8976	0.89679	0.00109244
1	1.00656	1.00656	0
6	0.900735	0.897448	0.00109036
2	0.954085	0.980321	0.0185512
7	0.891105	0.896542	0.00125585
3	0.932958	0.964533	0.0178638
21	1.21464	1.22201	0.00443783
8	0.898258	0.896756	0.00111704
4	0.955699	0.962325	0.0135337
9	0.896119	0.896685	0.000995167
5	0.937242	0.957308	0.0117198
22	1.21738	1.2218	0.00424109
10	0.900054	0.897022	0.000950973
6	0.941105	0.954608	0.0100729
11	0.896008	0.89693	0.000868982
23	1.24741	1.22291	0.00420033
7	0.975822	0.957638	0.00907836
12	0.895112	0.896778	0.000809669
8	0.935519	0.954873	0.00835399
13	0.895142	0.896653	0.000757111
24	1.23103	1.22325	0.00403892
9	0.937528	0.952946	0.00764484
14	0.902482	0.897069	0.000809469
10	0.944088	0.95206	0.00693149
25	1.27462	1.2253	0.00436892
15	0.891296	0.896684	0.000842048
11	0.920983	0.949235	0.00685298
16	0.897901	0.89676	0.000792848
12	0.923585	0.947098	0.00660684
26	1.25203	1.22633	0.0043201
17	0.895965	0.896713	0.000747587
13	0.942039	0.946708	0.00611007
18	0.894445	0.896587	0.000716597
27	1.23564	1.22668	0.00417383
14	0.925735	0.94521	0.00585442
19	0.894519	0.896479	0.000687097
15	0.955974	0.945928	0.00550793
20	0.892338	0.896272	0.000683223
28	1.20396	1.22586	0.00410286
16	0.954381	0.946456	0.00518896
17	0.937222	0.945913	0.00491207
18	0.938592	0.945506	0.00465599
19	0.931353	0.944761	0.00447012
20	0.978327	0.94644	0.00455078
