#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.71971	1.71971	0
2	1.70505	1.71238	0.00518363
3	1.71185	1.71221	0.00345875
4	1.71423	1.71271	0.00263066
5	1.71778	1.71372	0.00229117
6	1.70702	1.71261	0.00216505
7	1.70946	1.71216	0.00190197
8	1.71776	1.71286	0.00178851
9	1.7041	1.71188	0.00183566
10	1.71035	1.71173	0.00165853
11	1.71847	1.71234	0.00161704
12	1.70872	1.71204	0.00151018
13	1.71332	1.71214	0.00139721
14	1.7183	1.71258	0.00136502
15	1.71306	1.71261	0.0012744
16	1.71302	1.71264	0.00119501
17	1.71315	1.71267	0.00112509
18	1.71527	1.71281	0.00107184
19	1.72155	1.71327	0.00110974
20	1.70873	1.71304	0.00107722
