#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.46625	-5.46625	0
2	-5.46478	-5.46552	0.00051859
3	-5.46611	-5.46571	0.000381072
4	-5.46573	-5.46572	0.00028583
5	-5.46593	-5.46576	0.000231671
6	-5.46566	-5.46574	0.000193647
7	-5.46457	-5.46558	0.000226927
8	-5.46632	-5.46567	0.000216646
9	-5.46495	-5.46559	0.00020673
10	-5.46565	-5.4656	0.000186156
11	-5.4654	-5.46558	0.000170106
12	-5.46501	-5.46553	0.000162428
13	-5.46545	-5.46552	0.000150065
14	-5.46663	-5.4656	0.000158615
15	-5.46553	-5.4656	0.00014811
16	-5.46547	-5.46559	0.000139066
17	-5.46523	-5.46557	0.000132466
18	-5.46554	-5.46557	0.000125117
19	-5.46623	-5.4656	0.000123362
20	-5.46555	-5.4656	0.000117221
