#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.51535	-5.51535	0
2	-5.51404	-5.5147	0.000462542
3	-5.51528	-5.51489	0.000347085
4	-5.5155	-5.51504	0.000291768
5	-5.51418	-5.51487	0.000279646
6	-5.51481	-5.51486	0.000233242
7	-5.51471	-5.51484	0.000200876
8	-5.51484	-5.51484	0.000175767
9	-5.51437	-5.51479	0.000163782
10	-5.51498	-5.51481	0.000148531
11	-5.51512	-5.51484	0.000137751
12	-5.51445	-5.5148	0.000129905
13	-5.51455	-5.51478	0.000121407
14	-5.51486	-5.51479	0.000112866
15	-5.51439	-5.51476	0.00010837
16	-5.51414	-5.51472	0.000108427
17	-5.51471	-5.51472	0.000102052
18	-5.51477	-5.51473	9.64157e-05
19	-5.5149	-5.51473	9.17767e-05
20	-5.51493	-5.51474	8.77034e-05
