#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.07808	1.07808	0
2	1.06826	1.07317	0.00347004
3	1.07662	1.07432	0.00249654
4	1.07651	1.07487	0.0019315
5	1.07308	1.07451	0.00157798
6	1.07794	1.07508	0.00141493
7	1.08185	1.07605	0.00150756
8	1.07349	1.07573	0.0013527
9	1.07291	1.07542	0.00123824
10	1.07863	1.07574	0.00115537
11	1.06687	1.07493	0.00130173
12	1.08091	1.07543	0.00128522
13	1.06746	1.07482	0.00132456
14	1.0713	1.07457	0.00125347
15	1.07485	1.07458	0.00117005
16	1.07308	1.07449	0.0011007
17	1.06627	1.07401	0.0011372
18	1.07278	1.07394	0.00107607
19	1.07743	1.07412	0.00103502
20	1.0741	1.07412	0.000983268
