#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.930065	0.930065	0
2	0.922544	0.926304	0.00265927
3	0.925719	0.926109	0.00177999
4	0.918996	0.924331	0.00203809
5	0.930292	0.925523	0.00194821
6	0.924684	0.925383	0.00162852
7	0.927232	0.925647	0.00141712
8	0.930092	0.926203	0.0013445
9	0.930613	0.926693	0.00128131
10	0.927544	0.926778	0.001156
11	0.924669	0.926586	0.00106669
12	0.928414	0.926739	0.000988608
13	0.925257	0.926625	0.000919105
14	0.926363	0.926606	0.000853645
15	0.922293	0.926319	0.00084377
16	0.932026	0.926675	0.000863142
17	0.930168	0.926881	0.000836462
18	0.927786	0.926931	0.000791503
19	0.92969	0.927076	0.00076305
20	0.929312	0.927188	0.000733038
