#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	1.40088	1.40088	0
2	1.39254	1.39671	0.00295007
3	1.40198	1.39847	0.00243451
4	1.38672	1.39553	0.00313087
5	1.39629	1.39568	0.00250833
6	1.39666	1.39585	0.00209561
7	1.39854	1.39623	0.00183123
8	1.39693	1.39632	0.00160441
9	1.39735	1.39643	0.00143022
10	1.39643	1.39643	0.00128719
11	1.40453	1.39717	0.00136467
12	1.38695	1.39632	0.0014932
13	1.40706	1.39714	0.0015908
14	1.39287	1.39684	0.00150614
15	1.39488	1.39671	0.00141141
16	1.40197	1.39704	0.00136091
17	1.39453	1.39689	0.00128882
18	1.40257	1.39721	0.00125531
19	1.38899	1.39677	0.00126156
20	1.39481	1.39667	0.00120231
