#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.61712	1.61712	0
2	1.6024	1.60976	0.00520505
3	1.61493	1.61148	0.00374482
4	1.61477	1.6123	0.00289725
5	1.60962	1.61177	0.00236696
6	1.61692	1.61262	0.0021224
7	1.62278	1.61407	0.00226134
8	1.61023	1.61359	0.00202905
9	1.60936	1.61312	0.00185737
10	1.61794	1.61361	0.00173305
11	1.6003	1.6124	0.00195259
12	1.62137	1.61314	0.00192784
13	1.60119	1.61222	0.00198684
14	1.60696	1.61185	0.00188021
15	1.61228	1.61188	0.00175508
16	1.60962	1.61174	0.00165105
17	1.59941	1.61101	0.00170581
18	1.60917	1.61091	0.0016141
19	1.61615	1.61118	0.00155253
20	1.61115	1.61118	0.0014749
