N_BLOCK:	ACCEPTANCE:
5	1
1	1
6	1
2	1
7	1
3	1
21	1
8	1
4	1
9	1
5	1
22	1
10	1
6	1
11	1
23	1
7	1
12	1
8	1
13	1
24	1
9	1
14	1
10	1
25	1
15	1
11	1
16	1
12	1
26	1
17	1
13	1
18	1
27	1
14	1
19	1
15	1
20	1
28	1
16	1
17	1
18	1
19	1
20	1
