#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
5	1.14884	1.14302	0.00176983
1	0.917197	0.917197	0
43	0.0593688	0.0611532	0.00016166
6	1.14731	1.14374	0.00161281
2	0.8715	0.894348	0.0161565
7	1.1411	1.14336	0.00142582
44	0.0613919	0.0611586	0.000158077
3	0.879864	0.88952	0.0114697
8	1.14463	1.14352	0.00125636
4	0.857069	0.881407	0.0111069
9	1.14991	1.14423	0.00130211
45	0.062134	0.0611803	0.000156043
5	0.865375	0.878201	0.00933685
10	1.14403	1.14421	0.00117204
6	0.871371	0.877063	0.0078498
46	0.0614892	0.061187	0.000152795
11	1.14604	1.14437	0.0010772
7	0.869628	0.876	0.00679988
12	1.14208	1.14418	0.00100431
8	0.882441	0.876806	0.00599736
47	0.0615916	0.0611956	0.000149787
13	1.14363	1.14414	0.000927943
9	0.887075	0.877947	0.00543846
14	1.13359	1.14339	0.00112668
48	0.0644212	0.0612628	0.000161036
10	0.868119	0.876964	0.00498261
15	1.14415	1.14344	0.00105272
11	0.886106	0.877795	0.00459844
49	0.061765	0.061273	0.000158076
16	1.14431	1.14349	0.000988332
12	0.869176	0.877077	0.00427096
17	1.14504	1.14358	0.000934383
13	0.86155	0.875882	0.00410604
50	0.0622416	0.0612924	0.000156096
18	1.14542	1.14369	0.00088803
14	0.889826	0.876878	0.00393168
19	1.1359	1.14328	0.000931169
15	0.888978	0.877685	0.0037514
51	0.0631311	0.0613285	0.000157144
20	1.14067	1.14315	0.000893714
16	0.858642	0.876495	0.00370092
52	0.0623249	0.0613476	0.000155286
17	0.87602	0.876467	0.00348333
18	0.887309	0.877069	0.00334148
53	0.0607711	0.0613367	0.000152737
19	0.864652	0.876416	0.00322889
20	0.863491	0.875769	0.00313144
54	0.0595487	0.0613036	0.000153455
55	0.0607059	0.0612928	0.00015105
