#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
5	0.961655	0.955915	0.00175037
1	1.13948	1.13948	0
43	1.18875	1.22498	0.00325643
6	0.960184	0.956626	0.0015967
2	1.07503	1.10726	0.0227877
7	0.954015	0.956253	0.00141152
44	1.22949	1.22508	0.00318403
3	1.08746	1.10066	0.0161191
8	0.957503	0.95641	0.00124369
4	1.05597	1.08949	0.0154835
9	0.962783	0.957118	0.0012915
45	1.24453	1.22551	0.00314248
5	1.06769	1.08513	0.0129859
10	0.956868	0.957093	0.00116259
6	1.07449	1.08336	0.0109419
46	1.23206	1.22566	0.00307739
11	0.958648	0.957234	0.00106546
7	1.07317	1.0819	0.00947506
12	0.954959	0.957045	0.000993393
8	1.09089	1.08302	0.00835709
47	1.23357	1.22582	0.00301652
13	0.9566	0.95701	0.000917567
9	1.09705	1.08458	0.00757239
14	0.946709	0.956275	0.00110846
48	1.29047	1.22717	0.0032404
10	1.07054	1.08318	0.00694416
15	0.956961	0.95632	0.0010355
11	1.09558	1.08431	0.00640368
49	1.23742	1.22738	0.00318102
16	0.957215	0.956376	0.000972293
12	1.07219	1.0833	0.00594914
17	0.957901	0.956466	0.000919226
13	1.06308	1.08174	0.00569113
50	1.2467	1.22777	0.00314078
18	0.958147	0.956559	0.000872891
14	1.10013	1.08305	0.00543415
19	0.949108	0.956167	0.000910807
15	1.09913	1.08413	0.00517652
51	1.2649	1.22849	0.00316246
20	0.95365	0.956041	0.000873921
16	1.05844	1.08252	0.0050959
52	1.24864	1.22888	0.0031253
17	1.08181	1.08248	0.00479632
18	1.0979	1.08334	0.0046057
53	1.2174	1.22866	0.00307383
19	1.06677	1.08246	0.00444502
20	1.06446	1.08156	0.00431297
54	1.19299	1.228	0.0030871
55	1.21581	1.22778	0.00303892
