N_BLOCK:	ACCEPTANCE:
5	1
6	1
1	1
67	1
7	1
8	1
68	1
9	1
2	1
10	1
69	1
11	1
3	1
70	1
12	1
13	1
71	1
4	1
14	1
15	1
72	1
16	1
5	1
73	1
17	1
18	1
74	1
19	1
6	1
20	1
7	1
8	1
9	1
