#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.71862	-6.71862	0
2	-6.7146	-6.71661	0.00142193
3	-6.71372	-6.71564	0.00123214
4	-6.71938	-6.71658	0.00122802
5	-6.71329	-6.71592	0.00114514
6	-6.72064	-6.71671	0.00119414
7	-6.71685	-6.71673	0.00102372
8	-6.71444	-6.71644	0.00093476
9	-6.71109	-6.71585	0.00100235
10	-6.71734	-6.716	0.00091315
11	-6.71633	-6.71603	0.000830627
12	-6.71576	-6.716	0.000761695
13	-6.71447	-6.71589	0.00071223
14	-6.71905	-6.71611	0.000696202
15	-6.71083	-6.71576	0.00073331
16	-6.71626	-6.71579	0.000688146
17	-6.70711	-6.71528	0.00081539
18	-6.71348	-6.71518	0.000776233
19	-6.71075	-6.71495	0.000769579
20	-6.71994	-6.7152	0.000770477
