#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.752468	0.752468	0
8	1.26917	1.22577	0.0088843
2	0.734357	0.743412	0.00640344
9	1.2377	1.22709	0.00799541
3	0.692596	0.726474	0.0144743
8	0.410127	0.409143	0.000230825
4	0.702113	0.720384	0.0120691
9	0.407141	0.40892	0.000293387
10	1.19915	1.2243	0.00766845
5	0.683616	0.71303	0.0116826
10	0.410286	0.409057	0.000294107
6	0.684015	0.708194	0.0106896
11	1.18246	1.2205	0.007858
11	0.408019	0.408963	0.000282088
7	0.68189	0.704437	0.00980077
12	0.408476	0.408922	0.000261481
8	0.677953	0.701126	0.00911766
12	1.2113	1.21973	0.00724045
13	0.408766	0.40891	0.000241642
9	0.692282	0.700143	0.00815736
14	0.409086	0.408923	0.000224707
13	1.21643	1.21948	0.00668794
10	0.688152	0.698944	0.00742924
15	0.411056	0.409065	0.000250725
11	0.70843	0.699807	0.00680372
16	0.406709	0.408918	0.000274914
14	1.24521	1.22131	0.00645792
12	0.690191	0.699005	0.00628375
17	0.407235	0.408819	0.000275976
13	0.7003	0.699105	0.00580117
15	1.22747	1.22172	0.00604041
18	0.409556	0.40886	0.000263664
14	0.680738	0.697793	0.00553316
19	0.409425	0.408889	0.00025146
16	1.21301	1.22118	0.00568741
15	0.698144	0.697816	0.00516434
20	0.407422	0.408816	0.000249358
16	0.704994	0.698265	0.00486101
17	1.22531	1.22142	0.00535804
17	0.708701	0.698879	0.00461367
18	0.698767	0.698873	0.00435736
18	1.21842	1.22126	0.00506296
19	0.713062	0.69962	0.00419153
20	0.697347	0.699506	0.0039835
19	1.23943	1.22221	0.004886
20	1.22547	1.22237	0.00464443
