#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.50938	1.50938	0
7	2.26811	2.1983	0.0268776
2	1.43044	1.46991	0.0279098
8	2.29405	2.21027	0.0260466
3	1.42683	1.45555	0.0219927
19	0.93002	0.928747	0.000478531
9	2.28625	2.21871	0.0244825
8	1.8	1.8	1.666e-08
10	2.23728	2.22057	0.0221045
9	1.8	1.8	1.57072e-08
4	1.40106	1.44193	0.0202785
20	0.930024	0.928811	0.00045884
10	1.8	1.8	1.49012e-08
11	2.24521	2.22281	0.0202082
11	1.8	1.8	1.79715e-08
12	2.28289	2.22782	0.0191344
12	1.8	1.8	1.72064e-08
13	2.26913	2.23099	0.0179245
13	1.8	1.8	1.65314e-08
14	1.8	1.8	1.593e-08
15	1.8	1.8	1.53899e-08
