#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.16314	-6.16314	0
2	-6.15372	-6.15843	0.00333166
3	-6.15732	-6.15806	0.00224151
4	-6.15165	-6.15646	0.00218042
5	-6.14615	-6.15439	0.0025381
6	-6.16429	-6.15604	0.00259587
7	-6.15772	-6.15628	0.00223608
8	-6.1552	-6.15615	0.00196069
9	-6.15887	-6.15645	0.00176611
10	-6.14117	-6.15492	0.00215133
11	-6.15715	-6.15512	0.00196523
12	-6.15309	-6.15495	0.00180879
13	-6.15543	-6.15499	0.00167002
14	-6.15744	-6.15517	0.00155984
15	-6.15949	-6.15545	0.0014823
16	-6.1428	-6.15466	0.00158654
17	-6.16117	-6.15505	0.00153865
18	-6.1621	-6.15544	0.00150228
19	-6.15125	-6.15522	0.0014393
20	-6.1506	-6.15499	0.00138572
