#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.58828	1.58828	0
69	1.88286	1.84119	0.00399943
2	1.50044	1.54436	0.0310561
70	1.8442	1.84124	0.00394253
5	1.16718	1.16465	0.00130797
3	1.53044	1.53972	0.0210482
6	1.16196	1.1642	0.00116451
4	1.53543	1.53865	0.0158134
72	1.8	1.8	1.16488e-08
71	1.82875	1.84106	0.00389092
7	1.15764	1.16327	0.00132263
5	1.49957	1.53083	0.0144533
43	1.65	1.65	7.87184e-09
73	1.8	1.8	1.15687e-08
8	1.16262	1.16319	0.00115974
6	1.45077	1.51749	0.0171309
72	1.7813	1.84023	0.00392442
9	1.16078	1.16292	0.00106123
74	1.8	1.8	1.09556e-08
48	1.2	1.2	7.13339e-09
7	1.49278	1.51396	0.0150429
44	1.65	1.65	7.78188e-09
10	1.16607	1.16323	0.00100081
73	1.77776	1.83938	0.00396286
75	1.8	1.8	1.03238e-08
8	1.4687	1.5083	0.0141864
11	1.157	1.16267	0.00105814
49	1.2	1.2	7.06022e-09
9	1.48108	1.50528	0.0129286
45	1.65	1.65	7.69493e-09
76	1.8	1.8	9.96673e-09
12	1.16456	1.16282	0.000981603
74	1.84146	1.8394	0.00390941
10	1.50211	1.50496	0.0116396
13	1.16749	1.16318	0.000969395
50	1.2	1.2	7.59813e-09
77	1.8	1.8	9.9018e-09
46	1.65	1.65	7.61083e-09
11	1.48726	1.50335	0.0106921
14	1.1621	1.16311	0.000903239
75	1.89049	1.84009	0.00391617
78	1.8	1.8	9.24131e-09
12	1.50608	1.50358	0.00980354
15	1.16824	1.16345	0.000905584
51	1.2	1.2	7.52327e-09
47	1.65	1.65	7.52942e-09
13	1.47113	1.50108	0.00936188
76	1.88048	1.84062	0.00390054
16	1.15769	1.16309	0.000917784
79	1.8	1.8	8.54857e-09
14	1.49753	1.50083	0.00869661
17	1.16405	1.16314	0.000865544
52	1.2	1.2	7.73183e-09
80	1.8	1.8	7.45058e-09
48	1.65	1.65	7.45058e-09
77	1.92127	1.84166	0.00398806
15	1.52052	1.50214	0.00821534
18	1.1543	1.16265	0.000946801
81	1.8	1.8	7.40445e-09
19	1.17237	1.16316	0.00102576
16	1.52017	1.50327	0.00777875
53	1.2	1.2	7.65854e-09
49	1.65	1.65	6.73166e-09
78	1.88814	1.84226	0.00398119
20	1.15919	1.16296	0.000993542
17	1.50594	1.50343	0.00732277
82	1.8	1.8	6.58223e-09
54	1.2	1.2	7.5873e-09
18	1.48587	1.50245	0.00698062
79	1.85639	1.84244	0.00393482
50	1.65	1.65	5.96046e-09
19	1.48008	1.50127	0.00671173
55	1.2	1.2	7.51801e-09
80	1.85969	1.84265	0.00389154
20	1.51538	1.50198	0.00641308
81	1.87427	1.84305	0.00386302
