#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.745152	0.745152	0
2	0.745389	0.74527	8.3785e-05
3	0.741238	0.743926	0.00109884
4	0.741849	0.743407	0.000938818
5	0.743758	0.743477	0.00075367
6	0.744283	0.743611	0.000639901
7	0.744982	0.743807	0.000577681
8	0.741982	0.743579	0.000548692
9	0.74426	0.743655	0.000492908
10	0.742827	0.743572	0.00045052
11	0.747774	0.743954	0.000548084
12	0.744452	0.743995	0.000503977
13	0.746195	0.744165	0.000492799
14	0.742798	0.744067	0.000467166
15	0.745084	0.744135	0.000440917
16	0.74338	0.744088	0.000415878
17	0.743491	0.744053	0.000392892
18	0.744372	0.74407	0.000371465
19	0.741734	0.743947	0.000371709
20	0.743677	0.743934	0.00035337
