67	0.960017	0.959632	3.28714e-05
93	0.0650633	0.0613386	0.000127626
68	0.959601	0.959631	3.23911e-05
94	0.0621337	0.0613471	0.000126548
64	0.891302	0.891117	4.49934e-05
5	0.873026	0.884095	0.008399
10	1.09139	1.09379	0.00126052
69	0.959838	0.959634	3.20601e-05
95	0.0619586	0.0613535	0.00012538
6	0.87737	0.882974	0.00707356
11	1.09414	1.09382	0.00114633
65	0.891164	0.891118	4.43069e-05
7	0.875509	0.881907	0.0061429
12	1.10054	1.09438	0.00117976
96	0.0589387	0.0613284	0.000126572
70	0.959337	0.95963	3.18824e-05
13	1.09457	1.0944	0.00108909
8	0.86634	0.879961	0.00567488
66	0.890789	0.891113	4.39156e-05
14	1.09217	1.09424	0.00102284
9	0.883807	0.880389	0.0050604
97	0.059526	0.0613098	0.000126624
71	0.959847	0.959633	3.15792e-05
15	1.0889	1.09388	0.00101457
10	0.865148	0.878865	0.00477836
67	0.891134	0.891114	4.32613e-05
16	1.0946	1.09393	0.000952152
11	0.874759	0.878491	0.00435851
98	0.0605472	0.061302	0.00012557
72	0.959366	0.959629	3.13577e-05
17	1.09887	1.09422	0.000939549
68	0.891122	0.891114	4.26252e-05
12	0.865615	0.877418	0.00412528
18	1.09171	1.09408	0.000897598
99	0.0612152	0.0613011	0.000124305
13	0.870305	0.876871	0.00384407
73	0.959882	0.959633	3.11183e-05
19	1.09682	1.09422	0.000861902
69	0.891119	0.891114	4.20076e-05
14	0.883704	0.877359	0.00360034
20	1.09374	1.0942	0.000819151
100	0.0608876	0.061297	0.000123131
15	0.875131	0.877211	0.00336338
74	0.959784	0.959635	3.07651e-05
70	0.89063	0.891107	4.1971e-05
16	0.869465	0.876727	0.00318781
17	0.86678	0.876142	0.00305351
71	0.891099	0.891107	4.138e-05
18	0.865113	0.875529	0.0029447
