#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.66951	-6.66951	0
2	-6.66313	-6.66632	0.00225561
3	-6.66579	-6.66615	0.00151066
4	-6.66341	-6.66546	0.00127798
5	-6.66589	-6.66555	0.00102525
6	-6.66169	-6.66491	0.00103642
7	-6.65776	-6.66389	0.00129677
8	-6.67794	-6.66564	0.00199653
9	-6.65606	-6.66458	0.0020389
10	-6.66821	-6.66494	0.00186709
11	-6.66665	-6.6651	0.00170383
12	-6.67017	-6.66552	0.00161338
13	-6.66218	-6.66526	0.00150955
14	-6.66566	-6.66529	0.00140199
15	-6.66822	-6.66549	0.00132211
16	-6.66392	-6.66539	0.00124308
17	-6.66591	-6.66542	0.00117033
18	-6.66999	-6.66567	0.00113251
19	-6.66805	-6.6658	0.00107978
20	-6.66625	-6.66582	0.00102603
