#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.15066	-6.15066	0
2	-6.14381	-6.14724	0.00242243
3	-6.1284	-6.14096	0.00537431
4	-6.148	-6.14272	0.00430935
5	-6.12972	-6.14012	0.00415824
6	-6.14942	-6.14167	0.00374321
7	-6.12619	-6.13946	0.00380584
8	-6.14403	-6.14003	0.00337275
9	-6.1342	-6.13938	0.00305962
10	-6.13717	-6.13916	0.00276167
11	-6.14919	-6.14007	0.00265679
12	-6.14681	-6.14063	0.00249397
13	-6.13046	-6.13985	0.0024218
14	-6.14015	-6.13987	0.00224891
15	-6.14201	-6.14001	0.00210347
16	-6.14055	-6.14005	0.00197227
17	-6.14565	-6.14038	0.00188359
18	-6.14006	-6.14036	0.00177903
19	-6.14036	-6.14036	0.0016854
20	-6.14785	-6.14073	0.00164223
