#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.91361	-6.91361	0
2	-6.91257	-6.91309	0.000369886
3	-6.90789	-6.91136	0.00143812
4	-6.90841	-6.91062	0.00125354
5	-6.91073	-6.91064	0.00100305
6	-6.91281	-6.911	0.000898511
7	-6.91413	-6.91145	0.000873852
8	-6.9087	-6.9111	0.000829657
9	-6.9112	-6.91112	0.000737537
10	-6.90984	-6.91099	0.000674725
11	-6.91786	-6.91161	0.000854875
12	-6.91208	-6.91165	0.000784511
13	-6.91522	-6.91193	0.000770722
14	-6.90977	-6.91177	0.000730872
15	-6.91331	-6.91187	0.000689264
16	-6.91099	-6.91182	0.000648418
17	-6.90983	-6.9117	0.000620767
18	-6.91216	-6.91173	0.000586798
19	-6.90718	-6.91149	0.000602774
20	-6.91091	-6.91146	0.000573332
