#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.940236	0.940236	0
2	0.9377	0.938968	0.00089671
3	0.937017	0.938318	0.000799617
4	0.942324	0.939319	0.00105444
5	0.937676	0.938991	0.000893312
6	0.938352	0.938884	0.00075074
7	0.942843	0.93945	0.000829586
8	0.939856	0.939501	0.000727444
9	0.939463	0.939496	0.000646628
10	0.938706	0.939417	0.000586772
11	0.939058	0.939385	0.000534336
12	0.937068	0.939192	0.00052352
13	0.939231	0.939195	0.000483258
14	0.938327	0.939133	0.000452698
15	0.940709	0.939238	0.000434546
16	0.933654	0.938889	0.000529287
17	0.937131	0.938785	0.00050815
18	0.935562	0.938606	0.000510501
19	0.936071	0.938473	0.000500769
20	0.940405	0.93857	0.000484957
