#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.870158	0.870158	0
2	0.864778	0.867468	0.0019021
3	0.866245	0.86706	0.00131103
88	1.21461	1.22726	0.00245612
4	0.870971	0.868038	0.0012976
16	1.09141	1.08906	0.00200064
5	0.864941	0.867418	0.00117666
89	1.21447	1.22711	0.00243272
6	0.866204	0.867216	0.000997797
7	0.865554	0.866979	0.000883054
90	1.21127	1.22694	0.00241205
17	1.09418	1.08937	0.00190545
8	0.865963	0.866852	0.000781746
9	0.874119	0.867659	0.00103074
91	1.26406	1.22735	0.00241979
10	0.869074	0.867801	0.000937327
18	1.08712	1.08924	0.00180367
92	1.2807	1.22793	0.002462
11	0.867538	0.867777	0.00085242
12	0.860876	0.867202	0.000955884
19	1.09617	1.08961	0.00174518
93	1.30299	1.22873	0.00256443
13	0.869561	0.867383	0.000899424
14	0.872204	0.867727	0.00089869
94	1.24503	1.22891	0.00254301
15	0.865847	0.867602	0.000847476
20	1.08233	1.08924	0.00169544
16	0.868016	0.867628	0.000794903
95	1.24125	1.22904	0.00251956
17	0.868906	0.867703	0.000751688
21	1.09426	1.08948	0.00163147
96	1.18072	1.22853	0.00254307
18	0.866334	0.867627	0.000713765
19	0.865033	0.867491	0.000689133
97	1.19239	1.22816	0.002544
20	0.871248	0.867678	0.0006798
98	1.2132	1.22801	0.00252262
99	1.22621	1.22799	0.00249721
100	1.21956	1.22791	0.00247365
