#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.76679	1.76679	0
2	1.75425	1.76052	0.00443191
3	1.76822	1.76309	0.00362215
4	1.7457	1.75874	0.00464192
5	1.75988	1.75897	0.00371908
6	1.76024	1.75918	0.00310526
7	1.763	1.75973	0.00270925
8	1.76056	1.75983	0.00237257
9	1.76127	1.75999	0.00211434
10	1.75999	1.75999	0.0019029
11	1.77171	1.76106	0.00200608
12	1.74646	1.75984	0.00217649
13	1.77559	1.76105	0.00232207
14	1.755	1.76062	0.00219609
15	1.75774	1.76043	0.00205806
16	1.76821	1.76091	0.00198614
17	1.75712	1.76069	0.0018818
18	1.76889	1.76115	0.00183161
19	1.74916	1.76052	0.0018407
20	1.75775	1.76038	0.00175384
