#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.17399	1.17399	0
2	1.16987	1.17193	0.00145775
3	1.16894	1.17094	0.00126728
4	1.17682	1.17241	0.00158893
5	1.16999	1.17192	0.00134287
6	1.17125	1.17181	0.00112371
7	1.17774	1.17266	0.00124204
8	1.17343	1.17275	0.00109053
9	1.17263	1.17274	0.00096945
10	1.1715	1.17262	0.000880437
11	1.17217	1.17257	0.000801331
12	1.16916	1.17229	0.000783496
13	1.17229	1.17229	0.000723227
14	1.17122	1.17221	0.000675606
15	1.17463	1.17238	0.000649538
16	1.16455	1.17189	0.000771265
17	1.16931	1.17173	0.000740616
18	1.16694	1.17147	0.000745796
19	1.16768	1.17127	0.000732777
20	1.17405	1.17141	0.000709176
