#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	1.42867	1.42867	0
2	1.4244	1.42654	0.0015086
3	1.41497	1.42268	0.0033057
4	1.42825	1.42407	0.00275752
5	1.41534	1.42233	0.00270324
6	1.42825	1.42331	0.00242648
7	1.41316	1.42186	0.00247561
8	1.42524	1.42229	0.00220193
9	1.41796	1.42181	0.00200894
10	1.42042	1.42167	0.00181283
11	1.42715	1.42217	0.00171528
12	1.42694	1.42256	0.00161777
13	1.4151	1.42199	0.00159197
14	1.42166	1.42197	0.00147843
15	1.42272	1.42202	0.00138074
16	1.42194	1.42201	0.00129445
17	1.42609	1.42225	0.00124033
18	1.4226	1.42227	0.00117157
19	1.42272	1.42229	0.00111015
20	1.42805	1.42258	0.00109129
