#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
51	1.1	1.1	6.59835e-09
1	1.12014	1.12014	0
5	0.961462	0.960469	0.00133818
56	0.8	0.8	5.26836e-09
2	1.06441	1.09228	0.019703
52	1.1	1.1	6.53459e-09
6	0.964566	0.961152	0.00127758
3	1.05811	1.08089	0.0160933
82	1.22393	1.22864	0.0025446
7	0.964777	0.96167	0.0011954
57	0.8	0.8	5.58249e-09
87	1.2	1.2	7.49328e-09
53	1.1	1.1	6.47265e-09
4	1.05698	1.07491	0.0131334
8	0.963499	0.961898	0.00106762
88	1.2	1.2	7.45058e-09
5	1.07136	1.0742	0.0105259
83	1.222	1.22856	0.0025152
9	0.955583	0.961197	0.00115681
58	0.8	0.8	5.53415e-09
54	1.1	1.1	6.41244e-09
6	1.04436	1.06923	0.00987653
89	1.2	1.2	7.40861e-09
10	0.96163	0.96124	0.00104194
84	1.2061	1.22829	0.00249942
7	1.06002	1.06791	0.00855273
11	0.965457	0.961623	0.00101531
59	0.8	0.8	5.48705e-09
90	1.2	1.2	7.36733e-09
55	1.1	1.1	6.02782e-09
8	1.06115	1.06707	0.00752533
12	0.956143	0.961167	0.0010283
85	1.20637	1.22803	0.00248329
91	1.2	1.2	7.32674e-09
9	1.05466	1.06569	0.00681423
13	0.962717	0.961286	0.000956094
60	0.8	0.8	5.77119e-09
56	1.1	1.1	5.97375e-09
10	1.05222	1.06434	0.0062645
92	1.2	1.2	7.76777e-09
14	0.961348	0.96129	0.000887812
86	1.18433	1.22753	0.00250587
61	0.8	0.8	5.72369e-09
11	1.05245	1.06326	0.00578756
15	0.955583	0.96091	0.000906513
93	1.2	1.2	7.72589e-09
57	1.1	1.1	5.58249e-09
16	0.964028	0.961105	0.000870551
12	1.06544	1.06344	0.00530812
87	1.21691	1.2274	0.00248004
94	1.2	1.2	7.68469e-09
62	0.8	0.8	5.67735e-09
17	0.966275	0.961409	0.000870848
13	1.05088	1.06247	0.004987
58	1.1	1.1	5.53415e-09
88	1.21461	1.22726	0.00245612
18	0.96128	0.961402	0.000822497
95	1.2	1.2	7.64413e-09
14	1.04213	1.06102	0.00483781
63	0.8	0.8	5.93676e-09
19	0.966	0.961644	0.000814034
15	1.02455	1.05859	0.0050899
59	1.1	1.1	5.13267e-09
96	1.2	1.2	7.60422e-09
89	1.21447	1.22711	0.00243272
20	0.965936	0.961858	0.000801117
16	1.07723	1.05976	0.00490336
97	1.2	1.2	7.56492e-09
60	1.1	1.1	5.08972e-09
17	1.06141	1.05985	0.0046159
18	1.06677	1.06024	0.00437543
61	1.1	1.1	3.8158e-09
19	1.05153	1.05978	0.0041691
20	1.07005	1.06029	0.00399215
62	1.1	1.1	3.7849e-09
63	1.1	1.1	1.87737e-09
