#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.78816	1.78816	0
2	1.77875	1.78345	0.00332585
3	1.78418	1.78369	0.00222596
4	1.77707	1.78204	0.00220058
5	1.77265	1.78016	0.0024332
6	1.79087	1.78195	0.00260136
7	1.78394	1.78223	0.00224523
8	1.78089	1.78206	0.00197078
9	1.78395	1.78227	0.00176291
10	1.76757	1.7808	0.00211253
11	1.78316	1.78102	0.00193129
12	1.77909	1.78086	0.00177702
13	1.78189	1.78094	0.00164213
14	1.78379	1.78114	0.00153746
15	1.78491	1.78139	0.00145532
16	1.76946	1.78064	0.00154361
17	1.78679	1.78101	0.00149457
18	1.78766	1.78138	0.00145651
19	1.77791	1.78119	0.00139122
20	1.77712	1.78099	0.00133651
