#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.07119	1.07119	0
2	1.07046	1.07083	0.000258201
3	1.06503	1.0689	0.00158677
4	1.06974	1.06911	0.00120386
5	1.07054	1.06939	0.00099684
6	1.06947	1.06941	0.000830781
7	1.06392	1.06862	0.00101703
8	1.0694	1.06872	0.000894561
9	1.07252	1.06914	0.000889428
10	1.06837	1.06907	0.000803866
11	1.07273	1.0694	0.00079698
12	1.0706	1.0695	0.000736868
13	1.06107	1.06885	0.000922556
14	1.06217	1.06837	0.000972354
15	1.07186	1.06861	0.000934874
16	1.06611	1.06845	0.000889351
17	1.07096	1.0686	0.000849185
18	1.07007	1.06868	0.000805916
19	1.06655	1.06857	0.000771248
20	1.07215	1.06875	0.000753157
