#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
75	1.26033	1.22672	0.00261078
1	0.947609	0.947609	0
2	0.940375	0.943992	0.00255769
76	1.25365	1.22708	0.00260036
3	0.941565	0.943183	0.00182857
4	0.94411	0.943415	0.00138604
77	1.28085	1.22778	0.0026587
5	0.944105	0.943553	0.00111569
78	1.25876	1.22817	0.00265413
6	0.94297	0.943456	0.000933962
7	0.948733	0.94421	0.00106209
79	1.2376	1.22829	0.00262321
8	0.945114	0.944323	0.000935317
9	0.949863	0.944938	0.00101395
10	1.0894	1.08786	0.00222399
80	1.23979	1.22844	0.00259436
10	0.939882	0.944433	0.00103096
11	0.947221	0.944686	0.000967891
81	1.24951	1.2287	0.00257535
12	0.939953	0.944292	0.000964271
11	1.10114	1.08907	0.00232637
13	0.944564	0.944313	0.000890323
82	1.22393	1.22864	0.0025446
14	0.939697	0.943983	0.000885674
12	1.08416	1.08866	0.00216821
83	1.222	1.22856	0.0025152
15	0.944288	0.944003	0.000826863
16	0.940672	0.943795	0.000800962
84	1.2061	1.22829	0.00249942
17	0.944914	0.943861	0.000756544
13	1.1039	1.08983	0.00229676
18	0.944596	0.943902	0.000715616
85	1.20637	1.22803	0.00248329
19	0.945479	0.943985	0.000682748
14	1.07821	1.089	0.00227785
20	0.944205	0.943996	0.000648699
86	1.18433	1.22753	0.00250587
87	1.21691	1.2274	0.00248004
15	1.08761	1.08891	0.00212787
