#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
75	0.062894	0.0612387	0.000129801
1	1.13275	1.13275	0
2	1.12549	1.12912	0.00256774
76	0.0625884	0.0612565	0.000129302
3	1.12674	1.12833	0.00183079
4	1.12918	1.12854	0.00138555
77	0.0639254	0.0612911	0.000132187
5	1.12922	1.12868	0.0011151
78	0.0628192	0.0613107	0.000131936
6	1.12816	1.12859	0.000932555
7	1.13383	1.12934	0.0010578
79	0.0617606	0.0613164	0.000130389
8	1.13025	1.12945	0.000931703
9	1.13509	1.13008	0.0010168
10	0.883263	0.881935	0.00161063
80	0.0618993	0.0613237	0.000128962
10	1.12502	1.12957	0.00103317
11	1.13252	1.12984	0.000973308
81	0.0623806	0.0613367	0.000128028
12	1.12499	1.12944	0.00097269
11	0.892155	0.882864	0.00171131
13	1.12946	1.12944	0.000897869
82	0.0611012	0.0613339	0.000126499
14	1.12476	1.1291	0.0008938
12	0.879234	0.882562	0.00159521
83	0.0610164	0.06133	0.000125033
15	1.12948	1.12913	0.000834567
16	1.12579	1.12892	0.000808076
84	0.0602195	0.0613168	0.000124242
17	1.13006	1.12899	0.000763308
13	0.892938	0.88336	0.00166021
18	1.12975	1.12903	0.00072208
85	0.0602176	0.0613039	0.000123451
19	1.13074	1.12912	0.000689636
14	0.874896	0.882756	0.00164803
20	1.12926	1.12913	0.000655191
86	0.0591098	0.0612784	0.000124624
87	0.0607458	0.0612722	0.000123342
15	0.881869	0.882696	0.00153922
