#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.20171	1.20171	0
2	1.19723	1.19947	0.00158377
3	1.18791	1.19561	0.00331896
4	1.20113	1.19699	0.00276056
5	1.18859	1.19531	0.00267078
6	1.20113	1.19628	0.00239536
7	1.18628	1.19485	0.00244236
8	1.19814	1.19526	0.00217136
9	1.19124	1.19482	0.00197554
10	1.1935	1.19469	0.00178236
11	1.20026	1.19519	0.00169086
12	1.19965	1.19556	0.00159028
13	1.18838	1.19501	0.0015611
14	1.19491	1.195	0.00144961
15	1.196	1.19507	0.0013545
16	1.19511	1.19507	0.00126985
17	1.1991	1.19531	0.00121701
18	1.19562	1.19533	0.00114952
19	1.19568	1.19535	0.00108917
20	1.20083	1.19562	0.00106863
