#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.792817	0.792817	0
2	0.789709	0.791263	0.00109878
3	0.789875	0.790801	0.000824215
4	0.790367	0.790692	0.000625237
5	0.789875	0.790529	0.000521121
6	0.795148	0.791299	0.00082616
7	0.791036	0.791261	0.000708989
8	0.794201	0.791629	0.000709249
9	0.789839	0.79143	0.000657739
10	0.788463	0.791133	0.000655462
11	0.78912	0.79095	0.000620903
12	0.791725	0.791015	0.000572505
13	0.787368	0.790734	0.000593232
14	0.790759	0.790736	0.000550861
15	0.789768	0.790671	0.000517901
16	0.791131	0.7907	0.000486328
17	0.793224	0.790849	0.000479843
18	0.790993	0.790857	0.000453252
19	0.792114	0.790923	0.000434202
20	0.791423	0.790948	0.000413211
