#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.80608	1.80608	0
2	1.79991	1.803	0.00218117
3	1.77897	1.79499	0.00670006
4	1.79996	1.79623	0.0051391
5	1.78301	1.79359	0.0047434
6	1.79584	1.79396	0.00396771
7	1.81242	1.7966	0.00418624
8	1.79935	1.79694	0.0036771
9	1.80364	1.79769	0.003343
10	1.79359	1.79728	0.00303375
11	1.79021	1.79663	0.00282511
12	1.80537	1.79736	0.00268188
13	1.80265	1.79777	0.00250627
14	1.79189	1.79735	0.00236215
15	1.79727	1.79734	0.00220468
16	1.78515	1.79658	0.00219475
17	1.79589	1.79654	0.00206603
18	1.80813	1.79719	0.00204911
19	1.8003	1.79735	0.00194783
20	1.80635	1.7978	0.00190171
