#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	0.923675	0.923675	0
2	0.923727	0.923701	1.81531e-05
3	0.917485	0.921629	0.00169191
4	0.91885	0.920934	0.00140435
5	0.921621	0.921071	0.00113018
6	0.922341	0.921283	0.000961427
7	0.923193	0.921556	0.000861935
8	0.918741	0.921204	0.00082286
9	0.922222	0.921317	0.000739166
10	0.920191	0.921205	0.000673782
11	0.927372	0.921765	0.000812995
12	0.922566	0.921832	0.000747982
13	0.925142	0.922087	0.000732501
14	0.920116	0.921946	0.000693567
15	0.923452	0.922046	0.000654555
16	0.920941	0.921977	0.000617279
17	0.920951	0.921917	0.000583912
18	0.922328	0.92194	0.000551918
19	0.918525	0.92176	0.000551352
20	0.92147	0.921745	0.000523975
