#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.05886	1.05886	0
69	1.25524	1.22746	0.00266629
2	1.0003	1.02958	0.0207041
70	1.22947	1.22749	0.00262835
5	0.778119	0.776435	0.000871981
3	1.02029	1.02648	0.0140321
6	0.774638	0.776135	0.000776342
4	1.02362	1.02577	0.0105423
72	1.2	1.2	8.04755e-09
71	1.21917	1.22737	0.00259395
7	0.771761	0.77551	0.000881757
5	0.999716	1.02056	0.00963556
43	1.1	1.1	7.18598e-09
73	1.2	1.2	7.99224e-09
8	0.775082	0.775457	0.000773159
6	0.967177	1.01166	0.0114206
72	1.18753	1.22682	0.00261628
9	0.773853	0.775279	0.00070749
74	1.2	1.2	7.93805e-09
48	0.8	0.8	4.56253e-09
7	0.995186	1.00931	0.0100286
44	1.1	1.1	7.10385e-09
10	0.77738	0.775489	0.000667208
73	1.18517	1.22625	0.00264191
75	1.2	1.2	7.88495e-09
8	0.979136	1.00553	0.00945758
11	0.771333	0.775111	0.000705426
49	0.8	0.8	4.51573e-09
9	0.987386	1.00352	0.00861904
45	1.1	1.1	7.02447e-09
76	1.2	1.2	7.83291e-09
12	0.77637	0.775216	0.000654402
74	1.22764	1.22627	0.00260627
10	1.00141	1.00331	0.00775972
13	0.778324	0.775455	0.000646263
50	0.8	0.8	4.71216e-09
77	1.2	1.2	7.78188e-09
46	1.1	1.1	6.9477e-09
11	0.991505	1.00223	0.00712808
14	0.774732	0.775403	0.000602159
75	1.26033	1.22672	0.00261078
78	1.2	1.2	7.73183e-09
12	1.00406	1.00239	0.00653569
15	0.778827	0.775632	0.000603723
51	0.8	0.8	4.66573e-09
47	1.1	1.1	6.87339e-09
13	0.98075	1.00072	0.00624125
76	1.25365	1.22708	0.00260036
16	0.771791	0.775392	0.000611856
79	1.2	1.2	7.68274e-09
14	0.998356	1.00055	0.00579774
17	0.776034	0.775429	0.000577029
52	0.8	0.8	5.26836e-09
80	1.2	1.2	7.63457e-09
48	1.1	1.1	6.80142e-09
77	1.28085	1.22778	0.0026587
15	1.01368	1.00143	0.00547689
18	0.769531	0.775102	0.000631201
81	1.2	1.2	7.5873e-09
19	0.781578	0.775442	0.00068384
16	1.01345	1.00218	0.00518584
53	0.8	0.8	5.21842e-09
49	1.1	1.1	6.73166e-09
78	1.25876	1.22817	0.00265413
20	0.772792	0.77531	0.000662361
17	1.00396	1.00228	0.00488184
82	1.2	1.2	7.54089e-09
54	0.8	0.8	5.16987e-09
18	0.990578	1.00163	0.00465375
79	1.2376	1.22829	0.00262321
50	1.1	1.1	6.664e-09
19	0.986723	1.00085	0.00447449
55	0.8	0.8	5.31603e-09
80	1.23979	1.22844	0.00259436
20	1.01025	1.00132	0.00427539
81	1.24951	1.2287	0.00257535
