#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.71413	0.71413	0
2	0.713643	0.713886	0.000172134
3	0.710022	0.712598	0.00105785
4	0.713157	0.712738	0.000802575
5	0.713696	0.71293	0.00066456
6	0.71298	0.712938	0.000553854
7	0.709278	0.712415	0.000678021
8	0.712935	0.71248	0.000596374
9	0.715016	0.712762	0.000592952
10	0.712244	0.71271	0.00053591
11	0.715156	0.712933	0.00053132
12	0.713736	0.713	0.000491245
13	0.707377	0.712567	0.000615037
14	0.708112	0.712249	0.000648236
15	0.714572	0.712404	0.000623249
16	0.710741	0.7123	0.000592901
17	0.713972	0.712398	0.000566123
18	0.713377	0.712452	0.000537277
19	0.711033	0.712378	0.000514166
20	0.714764	0.712497	0.000502105
