#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.961782	0.961782	0
2	0.958572	0.960177	0.00113509
3	0.959938	0.960097	0.000759519
4	0.957668	0.95949	0.000775238
5	0.962943	0.960181	0.000875331
6	0.96013	0.960172	0.000729483
7	0.96097	0.960286	0.000634103
8	0.962619	0.960578	0.000618273
9	0.957154	0.960197	0.00065625
10	0.958128	0.95999	0.000622406
11	0.96052	0.960038	0.000567682
12	0.960929	0.960113	0.0005252
13	0.959293	0.96005	0.000488569
14	0.962173	0.960201	0.000476631
15	0.959718	0.960169	0.000445942
16	0.95748	0.960001	0.000448615
17	0.964338	0.960256	0.00048943
18	0.961233	0.96031	0.000465239
19	0.957442	0.960159	0.000464607
20	0.959663	0.960135	0.00044204
